file_name,height,width,bbox,age,race,masked,skintone,emotion,gender,crop_name,label
42840115.jpg,1334,2000,"[980.0713829446995, 554.6905095589593, 630.8701010061332, 562.2100342986437]",4,1,0,1,0,1,2568_2.jpg,0141
42840115.jpg,1334,2000,"[980.0713829446995, 554.6905095589593, 630.8701010061332, 562.2100342986437]",4,1,0,1,0,1,2568_3.jpg,0141
42840115.jpg,1334,2000,"[980.0713829446995, 554.6905095589593, 630.8701010061332, 562.2100342986437]",4,1,0,1,0,1,2568_4.jpg,0141
42840115.jpg,1334,2000,"[980.0713829446995, 554.6905095589593, 630.8701010061332, 562.2100342986437]",4,1,0,1,0,1,2568_5.jpg,0141
42840115.jpg,1334,2000,"[980.0713829446995, 554.6905095589593, 630.8701010061332, 562.2100342986437]",4,1,0,1,0,1,2568_6.jpg,0141
42840115.jpg,1334,2000,"[980.0713829446995, 554.6905095589593, 630.8701010061332, 562.2100342986437]",4,1,0,1,0,1,2568_7.jpg,0141
42844862.jpg,1334,2000,"[1317.0776331457698, 541.6830000000009, 442.343954291372, 419.3814628099157]",4,1,0,1,0,1,2570_1.jpg,0141
42844862.jpg,1334,2000,"[1317.0776331457698, 541.6830000000009, 442.343954291372, 419.3814628099157]",4,1,0,1,0,1,2570_2.jpg,0141
42844862.jpg,1334,2000,"[1317.0776331457698, 541.6830000000009, 442.343954291372, 419.3814628099157]",4,1,0,1,0,1,2570_3.jpg,0141
42844862.jpg,1334,2000,"[1317.0776331457698, 541.6830000000009, 442.343954291372, 419.3814628099157]",4,1,0,1,0,1,2570_4.jpg,0141
42844862.jpg,1334,2000,"[1317.0776331457698, 541.6830000000009, 442.343954291372, 419.3814628099157]",4,1,0,1,0,1,2570_5.jpg,0141
42844862.jpg,1334,2000,"[1317.0776331457698, 541.6830000000009, 442.343954291372, 419.3814628099157]",4,1,0,1,0,1,2570_6.jpg,0141
42844862.jpg,1334,2000,"[1317.0776331457698, 541.6830000000009, 442.343954291372, 419.3814628099157]",4,1,0,1,0,1,2570_7.jpg,0141
43283423.jpg,1334,2000,"[593.7098767965463, 206.77897999999846, 997.5684493478702, 992.1036999999955]",4,1,0,1,0,1,2646_1.jpg,0141
43283423.jpg,1334,2000,"[593.7098767965463, 206.77897999999846, 997.5684493478702, 992.1036999999955]",4,1,0,1,0,1,2646_2.jpg,0141
43283423.jpg,1334,2000,"[593.7098767965463, 206.77897999999846, 997.5684493478702, 992.1036999999955]",4,1,0,1,0,1,2646_3.jpg,0141
43283423.jpg,1334,2000,"[593.7098767965463, 206.77897999999846, 997.5684493478702, 992.1036999999955]",4,1,0,1,0,1,2646_4.jpg,0141
43283423.jpg,1334,2000,"[593.7098767965463, 206.77897999999846, 997.5684493478702, 992.1036999999955]",4,1,0,1,0,1,2646_5.jpg,0141
43283423.jpg,1334,2000,"[593.7098767965463, 206.77897999999846, 997.5684493478702, 992.1036999999955]",4,1,0,1,0,1,2646_6.jpg,0141
43283423.jpg,1334,2000,"[593.7098767965463, 206.77897999999846, 997.5684493478702, 992.1036999999955]",4,1,0,1,0,1,2646_7.jpg,0141
43686178.jpg,1333,2000,"[960.9018484510052, 74.77114951164585, 685.8306691152785, 715.8241215515578]",4,1,0,1,0,0,2709_1.jpg,0141
43686178.jpg,1333,2000,"[960.9018484510052, 74.77114951164585, 685.8306691152785, 715.8241215515578]",4,1,0,1,0,0,2709_2.jpg,0141
43686178.jpg,1333,2000,"[960.9018484510052, 74.77114951164585, 685.8306691152785, 715.8241215515578]",4,1,0,1,0,0,2709_3.jpg,0141
43686178.jpg,1333,2000,"[960.9018484510052, 74.77114951164585, 685.8306691152785, 715.8241215515578]",4,1,0,1,0,0,2709_4.jpg,0141
43686178.jpg,1333,2000,"[960.9018484510052, 74.77114951164585, 685.8306691152785, 715.8241215515578]",4,1,0,1,0,0,2709_5.jpg,0141
43686178.jpg,1333,2000,"[960.9018484510052, 74.77114951164585, 685.8306691152785, 715.8241215515578]",4,1,0,1,0,0,2709_6.jpg,0141
43686178.jpg,1333,2000,"[960.9018484510052, 74.77114951164585, 685.8306691152785, 715.8241215515578]",4,1,0,1,0,0,2709_7.jpg,0141
43958838.jpg,1333,2000,"[1022.529514884956, 395.4135542692296, 217.5885446549325, 310.2618724070542]",4,1,0,1,0,0,2757_1.jpg,0141
43958838.jpg,1333,2000,"[1022.529514884956, 395.4135542692296, 217.5885446549325, 310.2618724070542]",4,1,0,1,0,0,2757_2.jpg,0141
43958838.jpg,1333,2000,"[1022.529514884956, 395.4135542692296, 217.5885446549325, 310.2618724070542]",4,1,0,1,0,0,2757_3.jpg,0141
43958838.jpg,1333,2000,"[1022.529514884956, 395.4135542692296, 217.5885446549325, 310.2618724070542]",4,1,0,1,0,0,2757_4.jpg,0141
43958838.jpg,1333,2000,"[1022.529514884956, 395.4135542692296, 217.5885446549325, 310.2618724070542]",4,1,0,1,0,0,2757_5.jpg,0141
43958838.jpg,1333,2000,"[1022.529514884956, 395.4135542692296, 217.5885446549325, 310.2618724070542]",4,1,0,1,0,0,2757_6.jpg,0141
43958838.jpg,1333,2000,"[1022.529514884956, 395.4135542692296, 217.5885446549325, 310.2618724070542]",4,1,0,1,0,0,2757_7.jpg,0141
44259841.jpg,1333,2000,"[1424.0037509377225, 158.17011558294072, 313.2886399286388, 400.7992769792458]",4,1,0,1,0,1,2822_1.jpg,0141
44259841.jpg,1333,2000,"[1424.0037509377225, 158.17011558294072, 313.2886399286388, 400.7992769792458]",4,1,0,1,0,1,2822_2.jpg,0141
44259841.jpg,1333,2000,"[1424.0037509377225, 158.17011558294072, 313.2886399286388, 400.7992769792458]",4,1,0,1,0,1,2822_3.jpg,0141
44259841.jpg,1333,2000,"[1424.0037509377225, 158.17011558294072, 313.2886399286388, 400.7992769792458]",4,1,0,1,0,1,2822_4.jpg,0141
44259841.jpg,1333,2000,"[1424.0037509377225, 158.17011558294072, 313.2886399286388, 400.7992769792458]",4,1,0,1,0,1,2822_5.jpg,0141
44259841.jpg,1333,2000,"[1424.0037509377225, 158.17011558294072, 313.2886399286388, 400.7992769792458]",4,1,0,1,0,1,2822_6.jpg,0141
44259841.jpg,1333,2000,"[1424.0037509377225, 158.17011558294072, 313.2886399286388, 400.7992769792458]",4,1,0,1,0,1,2822_7.jpg,0141
45948718.jpg,1333,2000,"[658.9999999999994, 93.00000000000006, 674.9952488122034, 677.6363636363635]",4,1,0,1,0,1,3067_1.jpg,0141
45948718.jpg,1333,2000,"[658.9999999999994, 93.00000000000006, 674.9952488122034, 677.6363636363635]",4,1,0,1,0,1,3067_2.jpg,0141
45948718.jpg,1333,2000,"[658.9999999999994, 93.00000000000006, 674.9952488122034, 677.6363636363635]",4,1,0,1,0,1,3067_3.jpg,0141
45948718.jpg,1333,2000,"[658.9999999999994, 93.00000000000006, 674.9952488122034, 677.6363636363635]",4,1,0,1,0,1,3067_4.jpg,0141
45948718.jpg,1333,2000,"[658.9999999999994, 93.00000000000006, 674.9952488122034, 677.6363636363635]",4,1,0,1,0,1,3067_5.jpg,0141
45948718.jpg,1333,2000,"[658.9999999999994, 93.00000000000006, 674.9952488122034, 677.6363636363635]",4,1,0,1,0,1,3067_6.jpg,0141
45948718.jpg,1333,2000,"[658.9999999999994, 93.00000000000006, 674.9952488122034, 677.6363636363635]",4,1,0,1,0,1,3067_7.jpg,0141
46023866.jpg,1333,2000,"[588.3181818181799, 118.9095643939395, 616.4191919191908, 758.3025568181821]",4,1,0,1,0,1,3078_1.jpg,0141
46023866.jpg,1333,2000,"[588.3181818181799, 118.9095643939395, 616.4191919191908, 758.3025568181821]",4,1,0,1,0,1,3078_2.jpg,0141
46023866.jpg,1333,2000,"[588.3181818181799, 118.9095643939395, 616.4191919191908, 758.3025568181821]",4,1,0,1,0,1,3078_3.jpg,0141
46023866.jpg,1333,2000,"[588.3181818181799, 118.9095643939395, 616.4191919191908, 758.3025568181821]",4,1,0,1,0,1,3078_4.jpg,0141
46023866.jpg,1333,2000,"[588.3181818181799, 118.9095643939395, 616.4191919191908, 758.3025568181821]",4,1,0,1,0,1,3078_5.jpg,0141
46023866.jpg,1333,2000,"[588.3181818181799, 118.9095643939395, 616.4191919191908, 758.3025568181821]",4,1,0,1,0,1,3078_6.jpg,0141
46023866.jpg,1333,2000,"[588.3181818181799, 118.9095643939395, 616.4191919191908, 758.3025568181821]",4,1,0,1,0,1,3078_7.jpg,0141
46069371.jpg,1333,2000,"[708.9992498124531, 132.99999999999994, 503.9962490622644, 507.0000000000003]",4,1,0,1,0,1,3089_1.jpg,0141
46069371.jpg,1333,2000,"[708.9992498124531, 132.99999999999994, 503.9962490622644, 507.0000000000003]",4,1,0,1,0,1,3089_2.jpg,0141
46069371.jpg,1333,2000,"[708.9992498124531, 132.99999999999994, 503.9962490622644, 507.0000000000003]",4,1,0,1,0,1,3089_3.jpg,0141
46069371.jpg,1333,2000,"[708.9992498124531, 132.99999999999994, 503.9962490622644, 507.0000000000003]",4,1,0,1,0,1,3089_4.jpg,0141
46069371.jpg,1333,2000,"[708.9992498124531, 132.99999999999994, 503.9962490622644, 507.0000000000003]",4,1,0,1,0,1,3089_5.jpg,0141
46069371.jpg,1333,2000,"[708.9992498124531, 132.99999999999994, 503.9962490622644, 507.0000000000003]",4,1,0,1,0,1,3089_6.jpg,0141
46069371.jpg,1333,2000,"[708.9992498124531, 132.99999999999994, 503.9962490622644, 507.0000000000003]",4,1,0,1,0,1,3089_7.jpg,0141
46268866.jpg,1364,2000,"[843.9999999999955, 328.22979178562497, 505.21384719121676, 534.5106986588161]",4,1,0,1,0,0,3118_1.jpg,0141
46268866.jpg,1364,2000,"[843.9999999999955, 328.22979178562497, 505.21384719121676, 534.5106986588161]",4,1,0,1,0,0,3118_2.jpg,0141
46268866.jpg,1364,2000,"[843.9999999999955, 328.22979178562497, 505.21384719121676, 534.5106986588161]",4,1,0,1,0,0,3118_3.jpg,0141
46268866.jpg,1364,2000,"[843.9999999999955, 328.22979178562497, 505.21384719121676, 534.5106986588161]",4,1,0,1,0,0,3118_4.jpg,0141
46268866.jpg,1364,2000,"[843.9999999999955, 328.22979178562497, 505.21384719121676, 534.5106986588161]",4,1,0,1,0,0,3118_5.jpg,0141
46268866.jpg,1364,2000,"[843.9999999999955, 328.22979178562497, 505.21384719121676, 534.5106986588161]",4,1,0,1,0,0,3118_6.jpg,0141
46268866.jpg,1364,2000,"[843.9999999999955, 328.22979178562497, 505.21384719121676, 534.5106986588161]",4,1,0,1,0,0,3118_7.jpg,0141
46498793.jpg,1333,2000,"[1180.1069904722556, 365.9999999999998, 560.893009527742, 647.3600877931574]",4,1,0,1,0,0,3152_1.jpg,0141
46498793.jpg,1333,2000,"[1180.1069904722556, 365.9999999999998, 560.893009527742, 647.3600877931574]",4,1,0,1,0,0,3152_2.jpg,0141
46498793.jpg,1333,2000,"[1180.1069904722556, 365.9999999999998, 560.893009527742, 647.3600877931574]",4,1,0,1,0,0,3152_3.jpg,0141
46498793.jpg,1333,2000,"[1180.1069904722556, 365.9999999999998, 560.893009527742, 647.3600877931574]",4,1,0,1,0,0,3152_4.jpg,0141
46498793.jpg,1333,2000,"[1180.1069904722556, 365.9999999999998, 560.893009527742, 647.3600877931574]",4,1,0,1,0,0,3152_5.jpg,0141
46498793.jpg,1333,2000,"[1180.1069904722556, 365.9999999999998, 560.893009527742, 647.3600877931574]",4,1,0,1,0,0,3152_6.jpg,0141
46498793.jpg,1333,2000,"[1180.1069904722556, 365.9999999999998, 560.893009527742, 647.3600877931574]",4,1,0,1,0,0,3152_7.jpg,0141
47497613.jpg,1333,2000,"[609.907952328998, 151.08093502472374, 478.1438244859405, 565.967223002961]",4,1,0,1,0,1,3344_1.jpg,0141
47497613.jpg,1333,2000,"[609.907952328998, 151.08093502472374, 478.1438244859405, 565.967223002961]",4,1,0,1,0,1,3344_2.jpg,0141
47497613.jpg,1333,2000,"[609.907952328998, 151.08093502472374, 478.1438244859405, 565.967223002961]",4,1,0,1,0,1,3344_3.jpg,0141
47497613.jpg,1333,2000,"[609.907952328998, 151.08093502472374, 478.1438244859405, 565.967223002961]",4,1,0,1,0,1,3344_4.jpg,0141
47497613.jpg,1333,2000,"[609.907952328998, 151.08093502472374, 478.1438244859405, 565.967223002961]",4,1,0,1,0,1,3344_5.jpg,0141
47497613.jpg,1333,2000,"[609.907952328998, 151.08093502472374, 478.1438244859405, 565.967223002961]",4,1,0,1,0,1,3344_6.jpg,0141
47497613.jpg,1333,2000,"[609.907952328998, 151.08093502472374, 478.1438244859405, 565.967223002961]",4,1,0,1,0,1,3344_7.jpg,0141
47750935.jpg,1333,2000,"[844.0000000000001, 560.8200320477313, 383.9999999999999, 425.17996795226816]",4,1,0,1,0,0,3413_1.jpg,0141
47750935.jpg,1333,2000,"[844.0000000000001, 560.8200320477313, 383.9999999999999, 425.17996795226816]",4,1,0,1,0,0,3413_2.jpg,0141
47750935.jpg,1333,2000,"[844.0000000000001, 560.8200320477313, 383.9999999999999, 425.17996795226816]",4,1,0,1,0,0,3413_3.jpg,0141
47750935.jpg,1333,2000,"[844.0000000000001, 560.8200320477313, 383.9999999999999, 425.17996795226816]",4,1,0,1,0,0,3413_4.jpg,0141
47750935.jpg,1333,2000,"[844.0000000000001, 560.8200320477313, 383.9999999999999, 425.17996795226816]",4,1,0,1,0,0,3413_5.jpg,0141
47750935.jpg,1333,2000,"[844.0000000000001, 560.8200320477313, 383.9999999999999, 425.17996795226816]",4,1,0,1,0,0,3413_6.jpg,0141
47750935.jpg,1333,2000,"[844.0000000000001, 560.8200320477313, 383.9999999999999, 425.17996795226816]",4,1,0,1,0,0,3413_7.jpg,0141
49426964.jpg,1333,2000,"[368.8855218855213, 269.0277777777778, 557.1784511784504, 674.40909090909]",4,1,0,1,0,0,3725_1.jpg,0141
49426964.jpg,1333,2000,"[368.8855218855213, 269.0277777777778, 557.1784511784504, 674.40909090909]",4,1,0,1,0,0,3725_2.jpg,0141
49426964.jpg,1333,2000,"[368.8855218855213, 269.0277777777778, 557.1784511784504, 674.40909090909]",4,1,0,1,0,0,3725_3.jpg,0141
49426964.jpg,1333,2000,"[368.8855218855213, 269.0277777777778, 557.1784511784504, 674.40909090909]",4,1,0,1,0,0,3725_4.jpg,0141
49426964.jpg,1333,2000,"[368.8855218855213, 269.0277777777778, 557.1784511784504, 674.40909090909]",4,1,0,1,0,0,3725_5.jpg,0141
49426964.jpg,1333,2000,"[368.8855218855213, 269.0277777777778, 557.1784511784504, 674.40909090909]",4,1,0,1,0,0,3725_6.jpg,0141
49426964.jpg,1333,2000,"[368.8855218855213, 269.0277777777778, 557.1784511784504, 674.40909090909]",4,1,0,1,0,0,3725_7.jpg,0141
50384026.jpg,1333,2000,"[1115.0325972372007, 443.7564594107164, 286.2431176657292, 308.11816143703066]",4,1,0,1,0,1,3866_1.jpg,0141
50384026.jpg,1333,2000,"[1115.0325972372007, 443.7564594107164, 286.2431176657292, 308.11816143703066]",4,1,0,1,0,1,3866_2.jpg,0141
50384026.jpg,1333,2000,"[1115.0325972372007, 443.7564594107164, 286.2431176657292, 308.11816143703066]",4,1,0,1,0,1,3866_3.jpg,0141
50384026.jpg,1333,2000,"[1115.0325972372007, 443.7564594107164, 286.2431176657292, 308.11816143703066]",4,1,0,1,0,1,3866_4.jpg,0141
50384026.jpg,1333,2000,"[1115.0325972372007, 443.7564594107164, 286.2431176657292, 308.11816143703066]",4,1,0,1,0,1,3866_5.jpg,0141
50384026.jpg,1333,2000,"[1115.0325972372007, 443.7564594107164, 286.2431176657292, 308.11816143703066]",4,1,0,1,0,1,3866_6.jpg,0141
50384026.jpg,1333,2000,"[1115.0325972372007, 443.7564594107164, 286.2431176657292, 308.11816143703066]",4,1,0,1,0,1,3866_7.jpg,0141
50557101.jpg,1337,2000,"[702.1544900777062, 333.99999999999994, 106.84550992229342, 159.99999999999997]",4,1,0,1,0,0,3902_1.jpg,0141
50557101.jpg,1337,2000,"[702.1544900777062, 333.99999999999994, 106.84550992229342, 159.99999999999997]",4,1,0,1,0,0,3902_2.jpg,0141
50557101.jpg,1337,2000,"[702.1544900777062, 333.99999999999994, 106.84550992229342, 159.99999999999997]",4,1,0,1,0,0,3902_3.jpg,0141
50557101.jpg,1337,2000,"[702.1544900777062, 333.99999999999994, 106.84550992229342, 159.99999999999997]",4,1,0,1,0,0,3902_4.jpg,0141
50557101.jpg,1337,2000,"[702.1544900777062, 333.99999999999994, 106.84550992229342, 159.99999999999997]",4,1,0,1,0,0,3902_5.jpg,0141
50557101.jpg,1337,2000,"[702.1544900777062, 333.99999999999994, 106.84550992229342, 159.99999999999997]",4,1,0,1,0,0,3902_6.jpg,0141
50557101.jpg,1337,2000,"[702.1544900777062, 333.99999999999994, 106.84550992229342, 159.99999999999997]",4,1,0,1,0,0,3902_7.jpg,0141
58187475.jpg,1333,2000,"[914.8883116312651, 453.53881678718875, 122.89685527219493, 157.07269006355816]",4,1,0,1,0,1,4767_1.jpg,0141
58187475.jpg,1333,2000,"[914.8883116312651, 453.53881678718875, 122.89685527219493, 157.07269006355816]",4,1,0,1,0,1,4767_2.jpg,0141
58187475.jpg,1333,2000,"[914.8883116312651, 453.53881678718875, 122.89685527219493, 157.07269006355816]",4,1,0,1,0,1,4767_3.jpg,0141
58187475.jpg,1333,2000,"[914.8883116312651, 453.53881678718875, 122.89685527219493, 157.07269006355816]",4,1,0,1,0,1,4767_4.jpg,0141
58187475.jpg,1333,2000,"[914.8883116312651, 453.53881678718875, 122.89685527219493, 157.07269006355816]",4,1,0,1,0,1,4767_5.jpg,0141
58187475.jpg,1333,2000,"[914.8883116312651, 453.53881678718875, 122.89685527219493, 157.07269006355816]",4,1,0,1,0,1,4767_6.jpg,0141
58187475.jpg,1333,2000,"[914.8883116312651, 453.53881678718875, 122.89685527219493, 157.07269006355816]",4,1,0,1,0,1,4767_7.jpg,0141
59539704.jpg,1500,2000,"[937.2191361763685, 80.26689764385092, 810.7475835168793, 776.0023986092177]",4,1,0,1,0,1,5031_1.jpg,0141
59539704.jpg,1500,2000,"[937.2191361763685, 80.26689764385092, 810.7475835168793, 776.0023986092177]",4,1,0,1,0,1,5031_2.jpg,0141
59539704.jpg,1500,2000,"[937.2191361763685, 80.26689764385092, 810.7475835168793, 776.0023986092177]",4,1,0,1,0,1,5031_3.jpg,0141
59539704.jpg,1500,2000,"[937.2191361763685, 80.26689764385092, 810.7475835168793, 776.0023986092177]",4,1,0,1,0,1,5031_4.jpg,0141
59539704.jpg,1500,2000,"[937.2191361763685, 80.26689764385092, 810.7475835168793, 776.0023986092177]",4,1,0,1,0,1,5031_5.jpg,0141
59539704.jpg,1500,2000,"[937.2191361763685, 80.26689764385092, 810.7475835168793, 776.0023986092177]",4,1,0,1,0,1,5031_6.jpg,0141
59539704.jpg,1500,2000,"[937.2191361763685, 80.26689764385092, 810.7475835168793, 776.0023986092177]",4,1,0,1,0,1,5031_7.jpg,0141
60571448.jpg,1333,2000,"[938.0150199934612, 103.78838597152787, 510.1845538662705, 646.372930623761]",4,1,0,1,0,0,5252_1.jpg,0141
60571448.jpg,1333,2000,"[938.0150199934612, 103.78838597152787, 510.1845538662705, 646.372930623761]",4,1,0,1,0,0,5252_2.jpg,0141
60571448.jpg,1333,2000,"[938.0150199934612, 103.78838597152787, 510.1845538662705, 646.372930623761]",4,1,0,1,0,0,5252_3.jpg,0141
60571448.jpg,1333,2000,"[938.0150199934612, 103.78838597152787, 510.1845538662705, 646.372930623761]",4,1,0,1,0,0,5252_4.jpg,0141
60571448.jpg,1333,2000,"[938.0150199934612, 103.78838597152787, 510.1845538662705, 646.372930623761]",4,1,0,1,0,0,5252_5.jpg,0141
60571448.jpg,1333,2000,"[938.0150199934612, 103.78838597152787, 510.1845538662705, 646.372930623761]",4,1,0,1,0,0,5252_6.jpg,0141
60571448.jpg,1333,2000,"[938.0150199934612, 103.78838597152787, 510.1845538662705, 646.372930623761]",4,1,0,1,0,0,5252_7.jpg,0141
60571451.jpg,1333,2000,"[590.3829308372883, 252.68225067944599, 809.4079823022488, 906.5262779195918]",4,1,0,1,0,0,5253_1.jpg,0141
60571451.jpg,1333,2000,"[590.3829308372883, 252.68225067944599, 809.4079823022488, 906.5262779195918]",4,1,0,1,0,0,5253_2.jpg,0141
60571451.jpg,1333,2000,"[590.3829308372883, 252.68225067944599, 809.4079823022488, 906.5262779195918]",4,1,0,1,0,0,5253_3.jpg,0141
60571451.jpg,1333,2000,"[590.3829308372883, 252.68225067944599, 809.4079823022488, 906.5262779195918]",4,1,0,1,0,0,5253_4.jpg,0141
60571451.jpg,1333,2000,"[590.3829308372883, 252.68225067944599, 809.4079823022488, 906.5262779195918]",4,1,0,1,0,0,5253_5.jpg,0141
60571451.jpg,1333,2000,"[590.3829308372883, 252.68225067944599, 809.4079823022488, 906.5262779195918]",4,1,0,1,0,0,5253_6.jpg,0141
60571451.jpg,1333,2000,"[590.3829308372883, 252.68225067944599, 809.4079823022488, 906.5262779195918]",4,1,0,1,0,0,5253_7.jpg,0141
60571576.jpg,1333,2000,"[965.1548529077417, 293.1816991066493, 531.8451470922549, 663.2000408719427]",4,1,0,1,0,0,5255_1.jpg,0141
60571576.jpg,1333,2000,"[965.1548529077417, 293.1816991066493, 531.8451470922549, 663.2000408719427]",4,1,0,1,0,0,5255_2.jpg,0141
60571576.jpg,1333,2000,"[965.1548529077417, 293.1816991066493, 531.8451470922549, 663.2000408719427]",4,1,0,1,0,0,5255_3.jpg,0141
60571576.jpg,1333,2000,"[965.1548529077417, 293.1816991066493, 531.8451470922549, 663.2000408719427]",4,1,0,1,0,0,5255_4.jpg,0141
60571576.jpg,1333,2000,"[965.1548529077417, 293.1816991066493, 531.8451470922549, 663.2000408719427]",4,1,0,1,0,0,5255_5.jpg,0141
60571576.jpg,1333,2000,"[965.1548529077417, 293.1816991066493, 531.8451470922549, 663.2000408719427]",4,1,0,1,0,0,5255_6.jpg,0141
60571576.jpg,1333,2000,"[965.1548529077417, 293.1816991066493, 531.8451470922549, 663.2000408719427]",4,1,0,1,0,0,5255_7.jpg,0141
60571577.jpg,1333,2000,"[644.7918507928669, 450.39183117664095, 635.1106065465801, 647.9844075064364]",4,1,0,1,0,0,5256_1.jpg,0141
